TZon[10],TZon[11],TZon[12],TZon[13],TZon[14],TZon[15],TZon[1],TZon[2],TZon[3],TZon[4],TZon[5],TZon[6],TZon[7],TZon[8],TZon[9],floor1_ahu_coil_val_pos,floor1_ahu_dis_T,floor1_ahu_dis_mflow,floor1_ahu_fre_damper_pos,floor1_ahu_fre_mflow,floor1_ahu_mix_T,floor1_ahu_return_fan_power,floor1_ahu_supply_fan_power,floor1_vav1_dis_T,floor1_vav1_dis_mflow,floor1_vav1_rehea_val_pos,floor1_vav2_dis_T,floor1_vav2_dis_mflow,floor1_vav2_rehea_val_pos,floor1_vav3_dis_T,floor1_vav3_dis_mflow,floor1_vav3_rehea_val_pos,floor1_vav4_dis_T,floor1_vav4_dis_mflow,floor1_vav4_rehea_val_pos,floor1_vav5_dis_T,floor1_vav5_dis_mflow,floor1_vav5_rehea_val_pos,floor2_ahu_coil_val_pos,floor2_ahu_dis_T,floor2_ahu_dis_mflow,floor2_ahu_fre_damper_pos,floor2_ahu_fre_mflow,floor2_ahu_mix_T,floor2_ahu_return_fan_power,floor2_ahu_supply_fan_power,floor2_vav1_dis_T,floor2_vav1_dis_mflow,floor2_vav1_rehea_val_pos,floor2_vav2_dis_T,floor2_vav2_dis_mflow,floor2_vav2_rehea_val_pos,floor2_vav3_dis_T,floor2_vav3_dis_mflow,floor2_vav3_rehea_val_pos,floor2_vav4_dis_T,floor2_vav4_dis_mflow,floor2_vav4_rehea_val_pos,floor2_vav5_dis_T,floor2_vav5_dis_mflow,floor2_vav5_rehea_val_pos,floor3_ahu_coil_val_pos,floor3_ahu_dis_T,floor3_ahu_dis_mflow,floor3_ahu_fre_damper_pos,floor3_ahu_fre_mflow,floor3_ahu_mix_T,floor3_ahu_return_fan_power,floor3_ahu_supply_fan_power,floor3_vav1_dis_T,floor3_vav1_dis_mflow,floor3_vav1_rehea_val_pos,floor3_vav2_dis_T,floor3_vav2_dis_mflow,floor3_vav2_rehea_val_pos,floor3_vav3_dis_T,floor3_vav3_dis_mflow,floor3_vav3_rehea_val_pos,floor3_vav4_dis_T,floor3_vav4_dis_mflow,floor3_vav4_rehea_val_pos,floor3_vav5_dis_T,floor3_vav5_dis_mflow,floor3_vav5_rehea_val_pos,time
292.59087624171826,293.1251742975536,293.0642735201846,293.0600163541598,293.048642016073,293.0543771434834,293.1233220671729,293.0642046074949,293.0600195043423,293.04868498121385,293.05439299334296,280.8115744842471,292.6494690104955,292.5823464692817,292.63347434274425,1.0,294.8201521201179,-0.0004984157149875881,0.0,-0.001248173477490591,289.58179851888536,-2.9398527246416187e-08,-4.069603537098724e-09,271.8049717759687,-5.9821579106297796e-05,0.01,273.872667573794,-7.604788676661657e-05,0.01,278.5840950720552,-8.224640423537942e-05,0.01,283.95857320622963,-0.00014584309716583518,0.01,283.9486547632909,-0.0001327939779457343,0.01,0.4300371772694117,293.89099055921906,154.20490677619438,0.0,-0.01297558596396441,291.8911919545293,447900.5896604463,1297274.6255765713,341.28755761930415,103.23326442500226,1.0,295.4609186298727,15.540716143018354,0.01,294.9032612313129,10.329264961819963,0.01,294.3078465908408,13.170937218535967,0.01,294.3078465908408,11.992484941088017,0.01,1.0,294.82015396394144,-0.0004984158433120933,0.0,-0.001248173477490744,289.58179851555815,-2.9398516573201187e-08,-4.069605632733994e-09,271.8074342586069,-5.982155480499672e-05,0.01,273.8727643877246,-7.604787050126799e-05,0.01,278.58409369461623,-8.224639120970775e-05,0.01,283.9585149121766,-0.00014584307832681825,0.01,283.94863609138827,-0.00013279396079231344,0.01,17280600.0
292.9338621889231,293.2548466192617,293.0765873277632,293.07749775440317,293.0601745056937,293.0721274718553,293.2513072873829,293.07649169997256,293.07755313616946,293.06028784391367,293.0722142520141,302.6552600071271,292.92441281214207,292.9186294530776,292.8776640056287,1.0,294.8195828999794,-0.0010105087686423403,0.0,-0.0012480434049247867,289.57495118940875,-1.6145470847140902e-08,-1.6729466631814164e-08,271.40986677884223,-0.00015253077654535304,0.01,270.84617636079275,-0.00018733631606560495,0.01,272.1270127480903,-0.00018514060988639093,0.01,275.1151290894826,-0.00025323927948312777,0.01,275.0702407076539,-0.00023058102816095362,0.01,0.6266096243830908,293.70757983693267,243.7997557208677,0.0,-0.011578287872663693,294.76554739180665,511503.8377814041,1573353.345093233,294.5285336694588,181.25458008208668,0.01,295.27915767773095,19.15251673672555,0.01,295.17345790655315,12.693458394654007,0.01,294.9747497687999,16.16975849888771,0.01,294.9747497687999,14.722990633197762,0.01,1.0,294.81957355194146,-0.0010105180721689604,0.0,-0.0012480434048526023,289.5747277827275,-1.6145304732179526e-08,-1.6729774704662593e-08,271.4147056382555,-0.00015252317230800492,0.01,270.8463741813193,-0.00018733139630733116,0.01,272.1270318079281,-0.00018514061022127974,0.01,275.11552663775245,-0.0002532519369054852,0.01,275.07067925357063,-0.00023059255307709956,0.01,17281200.0
293.2056551618226,293.3721317484446,293.0879774195568,293.09375790754547,293.0711908062666,293.0890195053827,293.3676916728713,293.08791994899786,293.09395189824147,293.071431449742,293.08926932429756,298.41129918981807,293.11975563963404,293.1810994040762,293.0702033962647,1.0,294.81867798289284,-0.0011561464951285415,0.0,-0.001247912485786951,289.5613882189759,-1.3091740899449735e-08,-2.1899685844674983e-08,271.5956398553807,-0.00018718693192546756,0.01,270.4757264414368,-0.0002386254678042722,0.01,270.57083202684055,-0.00023606693685045702,0.01,271.5754650956052,-0.0002614612398763644,0.01,271.52475145026233,-0.00023806733946637424,0.01,0.8098790035948524,291.09677725052273,298.17780732027563,0.0,-0.01064704074669296,299.6090630404707,503550.19126119284,1621696.1888513358,291.80172406436486,224.6400976037778,0.01,292.56431740536584,22.44692245448506,0.01,292.59745906109833,14.856270632242365,0.01,292.62725245961536,18.91445064796067,0.01,292.62725245961536,17.222105063669453,0.01,1.0,294.8186717194516,-0.0011561256423964726,0.0,-0.001247912485688432,289.56138085479535,-1.3091861993753047e-08,-2.1898895802277476e-08,271.6020696681587,-0.00018728115808993,0.01,270.47727988408946,-0.00023905826239339786,0.01,270.57462062133413,-0.00023724628083904444,0.01,271.5931350156586,-0.0002667972751780902,0.01,271.5408732321141,-0.00024292594003057685,0.01,17281800.0
293.40484329142765,293.481539972714,293.0988932361096,293.10942638699197,293.08176023412756,293.10518867726745,293.4771715412441,293.0989541875391,293.10987297521916,293.08222173929164,293.10572505614573,297.12352064625287,293.2511190395831,293.37856403789635,293.2007716362724,1.0,294.81772554102827,-0.0011648862280309667,0.0,-0.0012477813648348796,289.5455874995017,-1.291389546842297e-08,-2.223211554690306e-08,271.75083593534225,-0.00018952164412652293,0.01,270.4390076860065,-0.00024154906784162205,0.01,270.28049623700673,-0.00023943467140182326,0.01,270.66811003119045,-0.00025788194575566655,0.01,270.6239615762899,-0.00023480829797752797,0.01,0.6913423449767281,292.13506300654234,226.17253061859017,0.0,-0.011746755803813347,298.4447683525846,507429.037420229,1540031.7939106124,293.1680778972085,145.4704593668858,0.01,293.36446672141835,24.641517124073456,0.01,293.33046759144304,16.31496761113067,0.01,293.2907646174266,20.793223168876168,0.01,293.2907646174266,18.932776885345145,0.01,1.0,294.8177192482344,-0.0011648862921932192,0.0,-0.00124778136483485,289.54557899051196,-1.291390254307007e-08,-2.2232117996211802e-08,271.75685949806467,-0.00018952164412652293,0.01,270.4389610834998,-0.00024154894110082518,0.01,270.2798979606573,-0.00023943475533100652,0.01,270.66846997147456,-0.00025788194575566655,0.01,270.62421089215104,-0.00023480829797752797,0.01,17282400.0
293.5042287994867,293.5840936018123,293.1094363471514,293.12456818697734,293.09199331711477,293.120804985884,293.58089914022275,293.10970477718473,293.1253936292444,293.09276343737275,293.1217596350403,296.891579691026,293.41373920135595,293.5103187550704,293.3448984818189,1.0,294.81679212242267,-0.001164763870615414,0.0,-0.001247650244703276,289.5297806907697,-1.2911217782577334e-08,-2.2227499649982714e-08,271.8994494999374,-0.00018950143117408747,0.01,270.46578392221954,-0.00024152371968222684,0.01,270.27357216009415,-0.00023940957657595026,0.01,270.55331192592257,-0.00025785486850462153,0.01,270.51724946409604,-0.0002347836434278923,0.01,0.16221324428956777,292.0238253897003,-0.004967186234055487,0.0,-0.006451708858185145,298.1248953450807,-4.080744295240091e-08,-4.0880587656417504e-08,274.8169325417233,-0.0010534393426076924,0.01,270.6246132508273,-0.0007983645101578966,0.01,270.8647287021476,-0.0008194708782734735,0.01,272.11450042190916,-0.0011838336928151273,0.01,271.92182329754064,-0.0010779117308264059,0.01,1.0,294.81678582725283,-0.001164763870615414,0.0,-0.0012476502447032766,289.5297722149863,-1.2911210708656835e-08,-2.2227499649982714e-08,271.90385012828455,-0.00018950181255054883,0.01,270.4654199747988,-0.00024152359294142962,0.01,270.27236921294394,-0.00023940949264676645,0.01,270.55318380162447,-0.00025785486850462153,0.01,270.51684067382223,-0.0002347836434278923,0.01,17283000.0
293.61682288638633,293.68069042427794,293.11969008547527,293.13929212878037,293.1019801638163,293.13600285098477,293.6797833299526,293.12025735805264,293.1406272616788,293.10314840878135,293.137513854411,297.259027960794,293.4915083013108,293.6162160274299,293.41981676815567,1.0,294.81587879527797,-0.0011646415131998616,0.0,-0.0012475191383463655,289.5140004020056,-1.2908533291196825e-08,-2.222288421527672e-08,272.0423660067172,-0.00018948159959809518,0.01,270.5025564145556,-0.00024149837152275148,0.01,270.31907840602184,-0.00023938439782072806,0.01,270.61703106574646,-0.0002578276842287389,0.01,270.5895054734589,-0.00023475889142932546,0.01,0.0,292.0233394863668,-0.005549798094954365,0.0,-0.006447555585218945,298.11747881677337,-3.451456321467527e-08,-5.103377565525915e-08,274.8042066245909,-0.0009407562411362277,0.01,271.941283852097,-0.0011038946647365271,0.01,272.1505170423712,-0.0011015269229330178,0.01,272.40932993813624,-0.0012269008880889923,0.01,272.2536642888156,-0.001117125545470503,0.01,1.0,294.8158724982605,-0.0011646415131998616,0.0,-0.0012475191383463197,289.51399195597435,-1.2908540364392675e-08,-2.2222884215276738e-08,272.0436023919946,-0.00018948159959809518,0.01,270.50173523673936,-0.0002414982447819539,0.01,270.3170628067301,-0.00023938439782072806,0.01,270.6162757302257,-0.0002578277912534473,0.01,270.5882237720525,-0.00023475898887813894,0.01,17283600.0
293.7241880716739,293.77203885458084,293.129591131476,293.15350222692587,293.111660630119,293.1506963600479,293.7744916572153,293.13055527075613,293.1554883236665,293.11332120236654,293.1529087905802,297.55258948359807,293.56565948955824,293.7194850257052,293.49151668608505,1.0,294.8149856017121,-0.0011645190916220562,0.0,-0.0012473880457646571,289.49824658069014,-1.2905856141401742e-08,-2.2218266794237224e-08,272.179610459749,-0.00018946176802210146,0.01,270.5403113333902,-0.00024147289662240727,0.01,270.37264937402836,-0.0002393592190653476,0.01,270.7155106958657,-0.00025780071400215187,0.01,270.69641930215386,-0.00023473433432827522,0.01,0.0,292.0228056201438,-0.005552566054532522,0.0,-0.0064434038666246135,298.10911482725214,-3.440276371160331e-08,-5.108509677185051e-08,274.893037848668,-0.0008767809547344755,0.01,272.2190045297639,-0.0011464264759529072,0.01,272.44774687721264,-0.0011367330286159354,0.01,272.53834464375853,-0.001224326862538479,0.01,272.430340419187,-0.0011147818274692468,0.01,1.0,294.81497930351196,-0.0011645190916220562,0.0,-0.0012473880457645956,289.49823816643556,-1.2905856141401761e-08,-2.221826679423725e-08,272.17620194461347,-0.00018946176802210146,0.01,270.53888349754953,-0.0002414728966224073,0.01,270.3695953214556,-0.00023935921906534762,0.01,270.7139806618404,-0.000257800606977443,0.01,270.6940380946475,-0.00023473423687946128,0.01,17284200.0
293.8260358819376,293.85877426189904,293.13917329958826,293.16724908203514,293.1210670709208,293.16493786338947,293.8655981634143,293.1406316899187,293.17002690827604,293.123313517041,293.1679954668193,297.78441223152913,293.63723658637383,293.8186006381223,293.5602909062386,1.0,294.81411260017967,-0.0011643966700442508,0.0,-0.0012472569669701858,289.48251915317286,-1.2903172187528236e-08,-2.2213649835923654e-08,272.3118789907079,-0.0001894419364461063,0.01,270.5779008562055,-0.0002414474217219914,0.01,270.42708398392233,-0.0002393340403098089,0.01,270.81967487647677,-0.0002577735297260259,0.01,270.80884043816667,-0.00023470958232948681,0.01,0.0,292.02227461501394,-0.0055489902921938405,0.0,-0.006439254742002161,298.1007522238155,-3.4358754922403723e-08,-5.101971880652087e-08,275.179284206911,-0.000876220331182651,0.01,272.32277335863637,-0.0011456888368953694,0.01,272.59514878709984,-0.0011360011491951987,0.01,272.67285725361154,-0.001223538077418211,0.01,272.6087089720057,-0.0011140636178597397,0.01,1.0,294.8141062997011,-0.0011643967342065036,0.0,-0.001247256966970155,289.482510765652,-1.29031792592728e-08,-2.2213652284226893e-08,272.30242882271557,-0.0001894419364461063,0.01,270.5757171448703,-0.0002414474217219914,0.01,270.4227670328351,-0.0002393340403098089,0.01,270.8172274793723,-0.0002577735297260259,0.01,270.805138816431,-0.00023470958232948681,0.01,17284800.0
293.9231117512878,293.94130978112673,293.14846592654374,293.1805761865749,293.13022690922605,293.17877067560664,293.953441626355,293.150512937977,293.1842823055606,293.1331502781023,293.18281294119356,297.97998679658104,293.7060181114849,293.91303222227253,293.6265056450624,1.0,294.81325980747044,-0.0011642743126286984,0.0,-0.0012471259019481576,289.4668180986999,-1.290049557379777e-08,-2.220903578840099e-08,272.4396301936483,-0.00018942210487010968,0.01,270.61520999022787,-0.00024142194682150384,0.01,270.4813253557954,-0.00023930894548329794,0.01,270.92425431848653,-0.0002577464524744876,0.01,270.9215023919905,-0.00023468492777940192,0.01,0.0,292.0217467822121,-0.005545417737967787,0.0,-0.006435108289056396,298.0924007056473,-3.431477377977484e-08,-5.0954440896274535e-08,275.42110524131937,-0.0008756482663337953,0.01,272.4227939361842,-0.0011449499304093725,0.01,272.73621159937886,-0.0011352692697642823,0.01,272.80409172418223,-0.0012227503625544288,0.01,272.7809047209082,-0.0011133463827469273,0.01,1.0,294.81325350240036,-0.0011642743126286984,0.0,-0.001247125901948157,289.4668097398172,-1.290049557379777e-08,-2.220903578840099e-08,272.42284601114216,-0.00018942248624657115,0.01,270.6121272188773,-0.00024142220030310113,0.01,270.47552788233037,-0.00023930894548329792,0.01,270.9207471211153,-0.0002577464524744876,0.01,270.91626252852063,-0.00023468492777940192,0.01,17285400.0
294.0159143985461,294.019993276965,293.15749279123304,293.1935187894685,293.13916216809224,293.1922297535582,294.03829313839685,293.16021923907516,293.1982847311541,293.1428504870741,293.1973910554453,298.14789413955305,293.7722761839813,294.0032684545216,293.69041928623926,1.0,294.81242726030916,-0.0011641520835376504,0.0,-0.0012469948506972103,289.45114337239335,-1.2897819227745561e-08,-2.2204427098723555e-08,272.5632361445988,-0.0001894015105411886,0.01,270.65225164165037,-0.00024139685214334157,0.01,270.53525647707204,-0.00023928368279825697,0.01,271.0283818766599,-0.00025771937522282807,0.01,271.03355169230065,-0.00023466027322920668,0.01,0.0,292.02122208749137,-0.005541846466986783,0.0,-0.006430964506065952,298.0840608979106,-3.427085694149525e-08,-5.088922757817612e-08,275.6291012218045,-0.0008750876427818629,0.01,272.51944236813824,-0.0011442135587626796,0.01,272.8715607957475,-0.0011345382296383101,0.01,272.9320623001986,-0.0012219626476857811,0.01,272.9472514162808,-0.0011126291476296851,0.01,1.0,294.81242093677196,-0.0011641520835376504,0.0,-0.0012469948506973018,289.45113504383505,-1.2897819227745525e-08,-2.2204427098723505e-08,272.5379291791093,-0.00018940189191765013,0.01,270.6481288990025,-0.00024139672540254264,0.01,270.527769760987,-0.00023928385065662987,0.01,271.0236793526021,-0.00025771937522282807,0.01,271.0265659061298,-0.00023466027322920668,0.01,17286000.0
